source,tissue,dataset,cell_type,manual_broadtype,method,agreement,broadtype
Azimuth,Pancreas,Azimuth_Pancreas,gamma islet cell,epithelial cell,GPT-3.5,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,gamma islet cell,epithelial cell,CellMarker2.0,0.5,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,delta islet cell,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,delta islet cell,epithelial cell,GPT-4-mar2023,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,delta islet cell,epithelial cell,GPT-3.5,0,secretory cell
Azimuth,Pancreas,Azimuth_Pancreas,delta islet cell,epithelial cell,CellMarker2.0,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,ductal,epithelial cell,GPT-4,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,ductal,epithelial cell,GPT-4-mar2023,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,ductal,epithelial cell,GPT-3.5,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,ductal,epithelial cell,CellMarker2.0,0,progenitor cell
Azimuth,Pancreas,Azimuth_Pancreas,acinar,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,acinar,epithelial cell,GPT-4-mar2023,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,acinar,epithelial cell,GPT-3.5,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,acinar,epithelial cell,CellMarker2.0,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,beta islet cell,epithelial cell,GPT-4,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,beta islet cell,epithelial cell,GPT-4-mar2023,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,beta islet cell,epithelial cell,GPT-3.5,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,beta islet cell,epithelial cell,CellMarker2.0,0,macrophage/monocyte
Azimuth,Pancreas,Azimuth_Pancreas,alpha islet cell,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,alpha islet cell,epithelial cell,GPT-4-mar2023,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,alpha islet cell,epithelial cell,GPT-3.5,1,epithelial cell
Azimuth,Pancreas,Azimuth_Pancreas,alpha islet cell,epithelial cell,CellMarker2.0,1,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Megakaryocytes,megakaryocyte,GPT-4,0.5,platelet
Azimuth,Fetal Development,Azimuth_Fetal_Development,Megakaryocytes,megakaryocyte,GPT-4-mar2023,1,megakaryocyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Megakaryocytes,megakaryocyte,GPT-3.5,1,megakaryocyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Megakaryocytes,megakaryocyte,CellMarker2.0,0,progenitor cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ganglion cells,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ganglion cells,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ganglion cells,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ganglion cells,neuron,CellMarker2.0,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Stromal cells,stromal cell,GPT-4,0.5,fibroblast
Azimuth,Fetal Development,Azimuth_Fetal_Development,Stromal cells,stromal cell,GPT-4-mar2023,0.5,fibroblast
Azimuth,Fetal Development,Azimuth_Fetal_Development,Stromal cells,stromal cell,GPT-3.5,0.5,fibroblast
Azimuth,Fetal Development,Azimuth_Fetal_Development,Stromal cells,stromal cell,CellMarker2.0,0.5,fibroblast
Azimuth,Fetal Development,Azimuth_Fetal_Development,Adrenocortical cells,epithelial cell,GPT-4,0,interstitial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Adrenocortical cells,epithelial cell,GPT-4-mar2023,0,interstitial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Adrenocortical cells,epithelial cell,GPT-3.5,0,interstitial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Adrenocortical cells,epithelial cell,CellMarker2.0,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphatic endothelial cells,endothelial cell,GPT-4,1,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphatic endothelial cells,endothelial cell,GPT-4-mar2023,1,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphatic endothelial cells,endothelial cell,GPT-3.5,1,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphatic endothelial cells,endothelial cell,CellMarker2.0,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Myeloid cells,myeloid cell,GPT-4,0,macrophage/monocyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Myeloid cells,myeloid cell,GPT-4-mar2023,0,"antigen presenting cell,macrophage/monocyte"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Myeloid cells,myeloid cell,GPT-3.5,0,immune cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Myeloid cells,myeloid cell,CellMarker2.0,0,oligodendrocyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Bronchiolar and alveolar epithelial cells,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Bronchiolar and alveolar epithelial cells,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Bronchiolar and alveolar epithelial cells,epithelial cell,GPT-3.5,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Bronchiolar and alveolar epithelial cells,epithelial cell,CellMarker2.0,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Vascular endothelial cells,endothelial cell,GPT-4,1,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Vascular endothelial cells,endothelial cell,GPT-4-mar2023,1,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Vascular endothelial cells,endothelial cell,GPT-3.5,0.5,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Vascular endothelial cells,endothelial cell,CellMarker2.0,0,embryonic cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Satellite cells,progenitor cell,GPT-4,0,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Satellite cells,progenitor cell,GPT-4-mar2023,0,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Satellite cells,progenitor cell,GPT-3.5,0,kidney cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Satellite cells,progenitor cell,CellMarker2.0,0.5,progenitor cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Astrocytes,astrocyte,GPT-4,1,astrocyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Astrocytes,astrocyte,GPT-4-mar2023,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Astrocytes,astrocyte,GPT-3.5,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Astrocytes,astrocyte,CellMarker2.0,0.5,radial glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Sympathoblasts,progenitor cell,GPT-4,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Sympathoblasts,progenitor cell,GPT-4-mar2023,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Sympathoblasts,progenitor cell,GPT-3.5,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Sympathoblasts,progenitor cell,CellMarker2.0,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ureteric bud cells,ureteric bud cell,GPT-4,0,kidney cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ureteric bud cells,ureteric bud cell,GPT-4-mar2023,0,progenitor cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ureteric bud cells,ureteric bud cell,GPT-3.5,0,stem cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ureteric bud cells,ureteric bud cell,CellMarker2.0,0,t/nk cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Microglia,microglia,GPT-4,0,pericyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Microglia,microglia,GPT-4-mar2023,0.5,"neuron,astrocyte,oligodendrocyte"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Microglia,microglia,GPT-3.5,0,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Microglia,microglia,CellMarker2.0,0,progenitor cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Limbic system neurons,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Limbic system neurons,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Limbic system neurons,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Limbic system neurons,neuron,CellMarker2.0,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory interneurons,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory interneurons,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory interneurons,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory interneurons,neuron,CellMarker2.0,0,stem cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Chromaffin cells,epithelial cell,GPT-4,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Chromaffin cells,epithelial cell,GPT-4-mar2023,0.5,"neuron,epithelial cell"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Chromaffin cells,epithelial cell,GPT-3.5,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Chromaffin cells,epithelial cell,CellMarker2.0,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Oligodendrocytes,oligodendrocyte,GPT-4,1,oligodendrocyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Oligodendrocytes,oligodendrocyte,GPT-4-mar2023,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Oligodendrocytes,oligodendrocyte,GPT-3.5,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Oligodendrocytes,oligodendrocyte,CellMarker2.0,0.5,radial glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Endocardial cells,endothelial cell,GPT-4,0,myofibroblast cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Endocardial cells,endothelial cell,GPT-4-mar2023,0,"muscle cell,pericyte"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Endocardial cells,endothelial cell,GPT-3.5,0,fibroblast
Azimuth,Fetal Development,Azimuth_Fetal_Development,Endocardial cells,endothelial cell,CellMarker2.0,0.5,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Photoreceptor cells,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Photoreceptor cells,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Photoreceptor cells,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Photoreceptor cells,neuron,CellMarker2.0,0,brain cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Erythroblasts,erythroid cell,GPT-4,0.5,erythroid cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Erythroblasts,erythroid cell,GPT-4-mar2023,0.5,"progenitor cell,erythroid cell"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Erythroblasts,erythroid cell,GPT-3.5,0.5,erythroid cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Erythroblasts,erythroid cell,CellMarker2.0,0.5,erythroid cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,ENS glia,glial cell,GPT-4,0.5,glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,ENS glia,glial cell,GPT-4-mar2023,0.5,glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,ENS glia,glial cell,GPT-3.5,0.5,glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,ENS glia,glial cell,CellMarker2.0,0.5,glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphoid cells,lymphocyte,GPT-4,0,t/nk cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphoid cells,lymphocyte,GPT-4-mar2023,0,t/nk cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphoid cells,lymphocyte,GPT-3.5,0,t/nk cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Lymphoid cells,lymphocyte,CellMarker2.0,0.5,immune cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Skeletal muscle cells,muscle cell,GPT-4,1,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Skeletal muscle cells,muscle cell,GPT-4-mar2023,1,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Skeletal muscle cells,muscle cell,GPT-3.5,0.5,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Skeletal muscle cells,muscle cell,CellMarker2.0,0.5,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesothelial cells,epithelial cell,GPT-4,0.5,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesothelial cells,epithelial cell,GPT-4-mar2023,0,"stem cell,stromal cell"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesothelial cells,epithelial cell,GPT-3.5,0,stromal cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesothelial cells,epithelial cell,CellMarker2.0,0,astrocyte
Azimuth,Fetal Development,Azimuth_Fetal_Development,Excitatory neurons,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Excitatory neurons,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Excitatory neurons,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Excitatory neurons,neuron,CellMarker2.0,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal progenitors and Muller glia,"progenitor cell,radial glial cell",GPT-4,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal progenitors and Muller glia,"progenitor cell,radial glial cell",GPT-4-mar2023,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal progenitors and Muller glia,"progenitor cell,radial glial cell",GPT-3.5,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal progenitors and Muller glia,"progenitor cell,radial glial cell",CellMarker2.0,0,brain cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Hepatoblasts,stem cell,GPT-4,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Hepatoblasts,stem cell,GPT-4-mar2023,0,"epithelial cell,progenitor cell"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Hepatoblasts,stem cell,GPT-3.5,0,liver cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Hepatoblasts,stem cell,CellMarker2.0,0,erythroid cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Thymocytes,t/nk cell,GPT-4,0.5,t/nk cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Thymocytes,t/nk cell,GPT-4-mar2023,0.5,t/nk cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Thymocytes,t/nk cell,GPT-3.5,0,stem cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Thymocytes,t/nk cell,CellMarker2.0,0,progenitor cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Purkinje neurons,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Purkinje neurons,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Purkinje neurons,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Purkinje neurons,neuron,CellMarker2.0,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Syncytiotrophoblasts and villous cytotrophoblasts,extraembryonic cell,GPT-4,0,fat cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Syncytiotrophoblasts and villous cytotrophoblasts,extraembryonic cell,GPT-4-mar2023,0,"stem cell,stromal cell"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Syncytiotrophoblasts and villous cytotrophoblasts,extraembryonic cell,GPT-3.5,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Syncytiotrophoblasts and villous cytotrophoblasts,extraembryonic cell,CellMarker2.0,0,malignant cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesangial cells,pericyte,GPT-4,0,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesangial cells,pericyte,GPT-4-mar2023,0.5,"stem cell,stromal cell"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesangial cells,pericyte,GPT-3.5,0.5,stromal cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Mesangial cells,pericyte,CellMarker2.0,0,brain cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Smooth muscle cells,muscle cell,GPT-4,0,fibroblast
Azimuth,Fetal Development,Azimuth_Fetal_Development,Smooth muscle cells,muscle cell,GPT-4-mar2023,0.5,"muscle cell,pericyte"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Smooth muscle cells,muscle cell,GPT-3.5,1,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Smooth muscle cells,muscle cell,CellMarker2.0,0,brain cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Intestinal epithelial cells,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Intestinal epithelial cells,epithelial cell,GPT-4-mar2023,0.5,"epithelial cell,progenitor cell"
Azimuth,Fetal Development,Azimuth_Fetal_Development,Intestinal epithelial cells,epithelial cell,GPT-3.5,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Intestinal epithelial cells,epithelial cell,CellMarker2.0,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Granule neurons,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Granule neurons,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Granule neurons,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Granule neurons,neuron,CellMarker2.0,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Horizontal cells,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Horizontal cells,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Horizontal cells,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Horizontal cells,neuron,CellMarker2.0,0,brain cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory neurons,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory neurons,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory neurons,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Inhibitory neurons,neuron,CellMarker2.0,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Schwann cells,glial cell,GPT-4,1,glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Schwann cells,glial cell,GPT-4-mar2023,0.5,glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Schwann cells,glial cell,GPT-3.5,1,glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Schwann cells,glial cell,CellMarker2.0,0,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Islet endocrine cells,secretory cell,GPT-4,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Islet endocrine cells,secretory cell,GPT-4-mar2023,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Islet endocrine cells,secretory cell,GPT-3.5,0,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Islet endocrine cells,secretory cell,CellMarker2.0,0,brain cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Amacrine cells,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Amacrine cells,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Amacrine cells,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Amacrine cells,neuron,CellMarker2.0,0,brain cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Unipolar brush cells,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Unipolar brush cells,neuron,GPT-4-mar2023,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Unipolar brush cells,neuron,GPT-3.5,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Unipolar brush cells,neuron,CellMarker2.0,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,Acinar cells,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Acinar cells,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Acinar cells,epithelial cell,GPT-3.5,0,pancreatic cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Acinar cells,epithelial cell,CellMarker2.0,0,progenitor cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Metanephric cells,kidney cell,GPT-4,0,stem cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Metanephric cells,kidney cell,GPT-4-mar2023,0,progenitor cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Metanephric cells,kidney cell,GPT-3.5,0,
Azimuth,Fetal Development,Azimuth_Fetal_Development,Metanephric cells,kidney cell,CellMarker2.0,0,embryonic cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ductal cells,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ductal cells,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ductal cells,epithelial cell,GPT-3.5,0,liver cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Ductal cells,epithelial cell,CellMarker2.0,0,radial glial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal pigment cells,epithelial cell,GPT-4,1,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal pigment cells,epithelial cell,GPT-4-mar2023,1,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal pigment cells,epithelial cell,GPT-3.5,1,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Retinal pigment cells,epithelial cell,CellMarker2.0,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Cardiomyocytes,muscle cell,GPT-4,1,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Cardiomyocytes,muscle cell,GPT-4-mar2023,1,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Cardiomyocytes,muscle cell,GPT-3.5,1,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Cardiomyocytes,muscle cell,CellMarker2.0,0.5,muscle cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Squamous epithelial cells,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Squamous epithelial cells,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Squamous epithelial cells,epithelial cell,GPT-3.5,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Squamous epithelial cells,epithelial cell,CellMarker2.0,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Goblet cells,epithelial cell,GPT-4,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Goblet cells,epithelial cell,GPT-4-mar2023,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Goblet cells,epithelial cell,GPT-3.5,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Goblet cells,epithelial cell,CellMarker2.0,0.5,epithelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Extravillous trophoblasts,extraembryonic cell,GPT-4,0,mesenchymal cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Extravillous trophoblasts,extraembryonic cell,GPT-4-mar2023,1,extraembryonic cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Extravillous trophoblasts,extraembryonic cell,GPT-3.5,0,endothelial cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,Extravillous trophoblasts,extraembryonic cell,CellMarker2.0,1,extraembryonic cell
Azimuth,Fetal Development,Azimuth_Fetal_Development,ENS neurons,neuron,GPT-4,0.5,neuron
Azimuth,Fetal Development,Azimuth_Fetal_Development,ENS neurons,neuron,GPT-4-mar2023,0.5,neuron
